"File","Minor","Major","Total","Ownership","Bugs"
"solr/src/test/org/apache/solr/request/TestWriterPerf.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/request/TestBinaryResponseWriter.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/request/JSONWriterTest.java","0","4","4","0.4","0"
"solr/src/test/org/apache/solr/request/TestFaceting.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/highlight/DummyHighlighter.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/highlight/HighlighterConfigTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/highlight/HighlighterTest.java","0","3","3","0.6666666666666666","0"
"solr/src/test/org/apache/solr/highlight/FastVectorHighlighterTest.java","0","3","3","0.4","2"
"solr/src/test/org/apache/solr/velocity/VelocityResponseWriterTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/servlet/DirectSolrConnectionTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/servlet/NoCacheHeaderTest.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/servlet/CacheHeaderTestBase.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/servlet/CacheHeaderTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/servlet/SolrRequestParserTest.java","0","4","4","0.4444444444444444","0"
"solr/src/test/org/apache/solr/core/FakeDeletionPolicy.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/core/MockEventListener.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/core/IndexReaderFactoryTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/core/TestArbitraryIndexDir.java","0","4","4","0.6","0"
"solr/src/test/org/apache/solr/core/ResourceLoaderTest.java","0","2","2","0.8","0"
"solr/src/test/org/apache/solr/core/TestPropInject.java","0","3","3","0.7142857142857143","0"
"solr/src/test/org/apache/solr/core/AlternateDirectoryTest.java","0","4","4","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/TestJmxIntegration.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/TestQuerySenderListener.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/core/SOLR749Test.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/MockQuerySenderListenerReqHandler.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/TestSolrDeletionPolicy2.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/core/TestSolrDeletionPolicy1.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/core/TestBadConfig.java","0","3","3","0.6666666666666666","0"
"solr/src/test/org/apache/solr/core/TestConfig.java","0","4","4","0.625","0"
"solr/src/test/org/apache/solr/core/TestJmxMonitoredMap.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/core/DummyValueSourceParser.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/core/TestLegacyMergeSchedulerPolicyConfig.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/core/RAMDirectoryFactoryTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/core/RequestHandlersTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/TestXIncludeConfig.java","0","4","4","0.5","0"
"solr/src/test/org/apache/solr/core/SolrCoreTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/core/TestPropInjectDefaults.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/response/TestCSVResponseWriter.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/response/TestPHPSerializedResponseWriter.java","0","4","4","0.42857142857142855","0"
"solr/src/test/org/apache/solr/handler/admin/SystemInfoHandlerTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/handler/admin/LukeRequestHandlerTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/handler/component/DistributedSpellCheckComponentTest.java","0","4","4","0.3333333333333333","0"
"solr/src/test/org/apache/solr/handler/component/DummyCustomParamSpellChecker.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/handler/component/TermsComponentTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/handler/component/QueryElevationComponentTest.java","0","6","6","0.4","0"
"solr/src/test/org/apache/solr/handler/component/SearchHandlerTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/handler/component/SpellCheckComponentTest.java","0","3","3","0.625","0"
"solr/src/test/org/apache/solr/handler/component/DistributedTermsComponentTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/handler/component/TermVectorComponentTest.java","0","4","4","0.5","0"
"solr/src/test/org/apache/solr/handler/component/StatsComponentTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/LargeVolumeTestBase.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/client/solrj/SolrExampleTestBase.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/TestBatchUpdate.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/client/solrj/SolrExampleBinaryTest.java","0","4","4","0.5714285714285714","0"
"solr/src/test/org/apache/solr/client/solrj/MultiCoreExampleTestBase.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/MergeIndexesExampleTestBase.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/SolrExampleTests.java","0","4","4","0.4444444444444444","0"
"solr/src/test/org/apache/solr/client/solrj/SolrQueryTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/client/solrj/TestLBHttpSolrServer.java","0","3","3","0.75","0"
"solr/src/test/org/apache/solr/client/solrj/SolrJettyTestBase.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/client/solrj/SolrExceptionTest.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/client/solrj/StartSolrJetty.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/client/solrj/util/ClientUtilsTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/request/TestUpdateRequestCodec.java","0","3","3","0.3333333333333333","0"
