project,file,sha,author,author_file_tot_added,author_file_added_this_commit,file_tot_added,author_file_tot_deleted,author_file_deleted_this_commit,file_tot_deleted,author_file_commits,file_tot_commits,current_lines_authored,current_file_size,current_comment_lines,max_current_author,total_current_authors,commit_date,bug_fix,fixed_bugs,affected_versions,implicated
lucene,lucene/src/java/org/apache/lucene/index/DocumentsWriter.java,c228e3c3f324d5e9ee7d2425c7ba1a6891e5f192,Simon Willnauer,4,4,4,6,6,6,1,1,178,609,207,267,6,2011-04-01 12:42:07 +0000,0,[],[],1.0
lucene,lucene/src/java/org/apache/lucene/index/DocumentsWriterPerThreadPool.java,c228e3c3f324d5e9ee7d2425c7ba1a6891e5f192,Simon Willnauer,0,0,0,1,1,1,1,1,135,203,58,135,2,2011-04-01 12:42:07 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/FieldInfo.java,737f7b0ece9edc9b89a6f83c79839374cc6268ca,Michael McCandless,4,4,4,2,2,2,1,1,4,107,30,79,5,2011-04-02 13:22:09 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/CheckIndex.java,155aeb69eebe0f2a18205f95b77f7623a0141750,Michael McCandless,23,23,23,0,0,0,1,1,152,1087,217,796,6,2011-04-02 15:19:34 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,13,13,13,0,0,0,1,1,93,354,60,99,7,2011-04-02 15:32:31 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDocTermOrds.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,517,517,517,0,0,0,1,1,517,517,48,517,1,2011-04-02 15:32:31 +0000,0,[],[],1.0
lucene,lucene/src/test-framework/org/apache/lucene/index/RandomIndexWriter.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,1,1,1,1,1,1,1,1,54,211,56,157,2,2011-04-02 15:32:31 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/DocTermOrds.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,799,799,799,0,0,0,1,1,799,799,254,799,1,2011-04-02 15:32:31 +0000,0,[],[],1.0
lucene,lucene/src/java/org/apache/lucene/index/IndexReader.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,16,16,16,0,0,0,1,1,155,1708,1019,1038,9,2011-04-02 15:32:31 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/store/MockDirectoryWrapper.java,ed8b339d95152c856ef9ba20430fb40337b1bc52,Michael McCandless,18,18,18,2,2,2,1,1,135,578,117,262,5,2011-04-02 15:32:31 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestWildcard.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,360,74,285,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestPhraseQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,128,686,115,492,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestTermScorer.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,6,178,30,130,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentInfo.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,0,0,0,1,1,1,1,1,97,736,161,361,7,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestSort.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,62,1029,112,725,7,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestFilteredSearch.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,2,119,23,98,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestSpanQueryFilter.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,3,87,18,69,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestNearSpansOrdered.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,194,29,159,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LineFileDocs.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,170,180,28,170,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/misc/TestLengthNormModifier.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,221,27,170,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/cache/TestEntryCreators.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,3,226,27,223,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/MergePolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,0,0,0,1,1,30,318,140,259,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/TestMultiPassIndexSplitter.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,19,141,25,93,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestOmitTf.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,6,432,61,341,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestSubScorerFreqs.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,7,227,17,214,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestDocBoost.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,4,101,25,83,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterMerging.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,3,116,21,88,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDocsAndPositions.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,7,332,37,324,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestTieredMergePolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,109,109,109,0,0,0,1,1,109,109,16,109,1,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentReader.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,5,5,5,1,1,1,1,1,112,1207,201,1025,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriter.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,63,63,63,19,19,19,1,1,994,3778,1425,2488,8,2011-04-02 15:47:12 +0000,0,[],[],1.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,24,11,24,3,3,3,2,2,102,362,60,102,7,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestSpansAdvanced.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,5,177,66,136,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/LogMergePolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,20,20,20,48,48,48,1,1,146,662,181,339,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/queries/src/test/org/apache/lucene/search/FuzzyLikeThisQueryTest.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,132,20,108,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestFilteredQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,12,228,39,188,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestPayloads.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,104,622,73,473,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestNumericRangeQuery32.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,4,601,41,525,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,242,29,200,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/store/TestMultiMMap.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,86,24,84,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/queries/src/test/org/apache/lucene/search/DuplicateFilterTest.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,23,177,27,141,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestSpansAdvanced2.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,127,48,94,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestSpans.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,4,512,32,429,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestFuzzyQuery2.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,26,166,79,127,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/function/FunctionTestSetup.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,19,182,34,150,3,2011-04-02 15:47:12 +0000,0,[],[],1.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/codecs/appending/TestAppendingCodec.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,6,172,16,156,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterReader.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,92,1042,105,707,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/spellchecker/src/java/org/apache/lucene/search/spell/SpellChecker.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,3,3,3,1,1,2,724,321,499,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestBasics.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,15,585,44,332,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestDisjunctionMaxQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,18,498,69,404,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/ant/src/java/org/apache/lucene/ant/IndexTask.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,4,4,4,4,4,4,1,1,8,444,126,433,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/wordnet/src/test/org/apache/lucene/wordnet/TestWordnet.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,8,8,8,2,2,2,1,1,9,94,18,75,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,24,24,24,13,13,13,1,1,168,1311,255,803,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterMergePolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,29,260,29,192,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexReaderReopen.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,19,1247,81,1111,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestMultiTermConstantScore.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,464,53,401,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDocTermOrds.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,518,1,518,1,1,1,2,2,517,517,48,517,1,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestFieldCache.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,61,223,24,113,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestAtomicUpdate.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,6,204,31,191,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestBoolean2.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,10,323,33,242,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/TieredMergePolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,667,667,667,0,0,0,1,1,667,667,142,667,1,2011-04-02 15:47:12 +0000,0,[],[],1.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexReader.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,4,4,4,4,4,4,1,1,180,1938,246,1456,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriterConfig.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,147,631,337,449,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestRollingUpdates.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,75,75,18,75,1,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestMultiThreadTermVectors.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,192,25,176,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestAddIndexes.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,1,1,1,1,1,63,1087,100,470,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestMaxTermFrequency.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,123,29,122,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestMatchAllDocsQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,1,133,27,123,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestNumericRangeQuery64.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,4,597,38,542,6,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestNRTThreads.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,13,13,13,24,24,24,1,1,396,402,40,396,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestIndicesEquals.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,150,552,50,387,3,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDeletionPolicy.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,133,846,119,651,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,modules/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CreateIndexTask.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,4,4,4,0,0,0,1,1,10,187,41,94,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestMultiLevelSkipList.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,11,197,32,146,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/payloads/TestPayloadTermQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,3,347,52,269,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestTermVectors.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,13,459,47,242,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/spans/TestFieldMaskingSpanQuery.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,3,346,18,321,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/function/TestValueSource.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,70,16,55,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestNorms.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,4,302,41,184,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestOmitNorms.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,303,63,301,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/search/TestExplanations.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,2,256,80,229,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/contrib/wordnet/src/java/org/apache/lucene/wordnet/Syns2Index.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,2,322,111,320,2,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterConfig.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,2,2,2,2,2,2,1,1,23,255,42,193,5,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestSegmentTermDocs.java,671206464488c5d8034f796843b62b0245f54a19,Michael McCandless,1,1,1,1,1,1,1,1,111,266,29,142,4,2011-04-02 15:47:12 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,24,0,64,13,0,27,1,2,160,1305,244,700,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,40,40,64,14,14,27,1,2,2,1305,244,700,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/store/MockDirectoryWrapper.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,18,0,36,2,0,4,1,2,131,573,105,278,6,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/store/MockDirectoryWrapper.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,18,18,36,2,2,4,1,2,8,573,105,278,6,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestAddIndexes.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,2,0,4,1,0,2,1,2,62,1087,100,466,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestAddIndexes.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,2,2,4,1,1,2,1,2,73,1087,100,466,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriterConfig.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,1,0,2,1,0,2,1,2,143,695,372,406,8,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriterConfig.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,1,1,2,1,1,2,1,2,75,695,372,406,8,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentInfo.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,0,0,0,1,0,2,1,2,92,747,161,336,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentInfo.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,0,0,0,1,1,2,1,2,49,747,161,336,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/index/RandomIndexWriter.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,1,0,2,1,0,2,1,2,40,182,37,140,3,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/index/RandomIndexWriter.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,1,1,2,1,1,2,1,2,2,182,37,140,3,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterConfig.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,2,0,4,2,0,4,1,2,21,278,44,175,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexWriterConfig.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,2,2,4,2,2,4,1,2,21,278,44,175,7,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,24,0,48,3,0,6,2,3,102,362,60,102,8,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,24,24,48,3,3,6,1,3,23,362,60,102,8,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDeletionPolicy.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,1,0,2,1,0,2,1,2,133,846,119,643,5,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestDeletionPolicy.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,1,1,2,1,1,2,1,2,0,846,119,643,5,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LineFileDocs.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,1,0,2,1,0,2,1,2,176,180,28,176,2,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LineFileDocs.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,1,1,2,1,1,2,1,2,0,180,28,176,2,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/LogMergePolicy.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,20,0,40,48,0,96,1,2,142,662,181,341,5,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/LogMergePolicy.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,20,20,40,48,48,96,1,2,0,662,181,341,5,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexReader.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,4,0,8,4,0,8,1,2,148,1938,246,1425,6,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestIndexReader.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,4,4,8,4,4,8,1,2,0,1938,246,1425,6,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestNRTThreads.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,13,0,26,24,0,48,1,2,394,402,40,394,3,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/TestNRTThreads.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,13,13,26,24,24,48,1,2,0,402,40,394,3,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriter.java,37a05fe019dc7973c97906f20ca82d26474778d8,Michael McCandless,63,0,126,19,0,38,1,2,765,3725,1425,2450,9,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexWriter.java,37a05fe019dc7973c97906f20ca82d26474778d8,Simon Willnauer,63,63,126,19,19,38,1,2,73,3725,1425,2450,9,2011-04-04 13:03:42 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/automaton/fst/FST.java,76540f5581392647d73a8908b08e56e66e76709a,Dawid Weiss,2,2,2,4,4,4,1,1,62,865,162,801,4,2011-04-05 09:13:26 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/CodecUtil.java,76540f5581392647d73a8908b08e56e66e76709a,Dawid Weiss,8,8,8,10,10,10,1,1,8,79,21,70,3,2011-04-05 09:13:26 +0000,0,[],[],0.0
