project,file,sha,author,author_file_tot_added,author_file_added_this_commit,file_tot_added,author_file_tot_deleted,author_file_deleted_this_commit,file_tot_deleted,author_file_commits,file_tot_commits,current_lines_authored,current_file_size,current_comment_lines,max_current_author,total_current_authors,commit_date,bug_fix,fixed_bugs,affected_versions,implicated
lucene,lucene/src/java/org/apache/lucene/index/values/PackedIntsImpl.java,55bdbde92bf46871a45bd67e45e69fb6d8384351,Simon Willnauer,38,25,38,18,6,18,4,4,324,324,43,324,1,2011-05-31 12:22:18 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/Floats.java,55bdbde92bf46871a45bd67e45e69fb6d8384351,Simon Willnauer,64,12,64,52,3,52,5,5,493,493,50,493,1,2011-05-31 12:22:18 +0000,0,[],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/misc/TestLengthNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Michael McCandless,1,0,7,1,0,7,1,3,1,221,29,165,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/misc/TestLengthNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Robert Muir,1,0,7,1,0,7,1,3,45,221,29,165,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/misc/TestLengthNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Shai Erera,5,5,7,5,5,7,1,3,5,221,29,165,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Michael McCandless,1,0,12,1,0,4,1,3,0,250,31,200,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Robert Muir,1,0,12,1,0,4,1,3,32,250,31,200,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Shai Erera,10,10,12,2,2,4,1,3,10,250,31,200,5,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/document/Field.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Shai Erera,4,4,4,4,4,4,1,1,4,558,222,549,3,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Uwe Schindler,1,0,70,1,0,8,1,6,191,1709,1020,1036,9,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Michael McCandless,16,0,70,0,0,8,1,6,155,1709,1020,1036,9,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Shai Erera,3,3,70,2,2,8,1,6,14,1709,1020,1036,9,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/IndexReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Simon Willnauer,50,0,70,5,0,8,3,6,230,1709,1020,1036,9,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Michael McCandless,5,0,98,1,0,822,1,9,90,842,143,671,6,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Robert Muir,33,0,98,400,0,822,4,9,33,842,143,671,6,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Shai Erera,4,4,98,2,2,822,1,9,4,842,143,671,6,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/SegmentReader.java,ccfb62d624561f7c979e560f97ba0c3977f34e24,Simon Willnauer,56,0,98,419,0,822,3,9,21,842,143,671,6,2011-06-01 07:55:55 +0000,1,['LUCENE-3146'],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,5be141e01d90be49f24d501a317e6d7e845bcc75,Uwe Schindler,92,0,340,92,0,181,1,20,59,1414,276,820,7,2011-06-01 08:22:23 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,5be141e01d90be49f24d501a317e6d7e845bcc75,Michael McCandless,41,0,340,19,0,181,3,20,169,1414,276,820,7,2011-06-01 08:22:23 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,5be141e01d90be49f24d501a317e6d7e845bcc75,Robert Muir,111,1,340,26,1,181,8,20,820,1414,276,820,7,2011-06-01 08:22:23 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,5be141e01d90be49f24d501a317e6d7e845bcc75,Shai Erera,27,0,340,11,0,181,2,20,111,1414,276,820,7,2011-06-01 08:22:23 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,5be141e01d90be49f24d501a317e6d7e845bcc75,Simon Willnauer,69,0,340,33,0,181,6,20,7,1414,276,820,7,2011-06-01 08:22:23 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,eb3464764c069b8c895ada065605036bbacb5637,Uwe Schindler,92,0,346,92,0,181,1,21,59,1420,278,826,7,2011-06-01 08:46:52 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,eb3464764c069b8c895ada065605036bbacb5637,Michael McCandless,41,0,346,19,0,181,3,21,169,1420,278,826,7,2011-06-01 08:46:52 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,eb3464764c069b8c895ada065605036bbacb5637,Robert Muir,117,6,346,26,0,181,9,21,826,1420,278,826,7,2011-06-01 08:46:52 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,eb3464764c069b8c895ada065605036bbacb5637,Shai Erera,27,0,346,11,0,181,2,21,111,1420,278,826,7,2011-06-01 08:46:52 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,eb3464764c069b8c895ada065605036bbacb5637,Simon Willnauer,69,0,346,33,0,181,6,21,7,1420,278,826,7,2011-06-01 08:46:52 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,fa01f0ad90e52750a55aa35ef8e96111f6d0fba0,Uwe Schindler,92,0,354,92,0,187,1,22,59,1422,279,828,7,2011-06-01 09:04:02 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,fa01f0ad90e52750a55aa35ef8e96111f6d0fba0,Michael McCandless,41,0,354,19,0,187,3,22,169,1422,279,828,7,2011-06-01 09:04:02 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,fa01f0ad90e52750a55aa35ef8e96111f6d0fba0,Robert Muir,125,8,354,32,6,187,10,22,828,1422,279,828,7,2011-06-01 09:04:02 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,fa01f0ad90e52750a55aa35ef8e96111f6d0fba0,Shai Erera,27,0,354,11,0,187,2,22,111,1422,279,828,7,2011-06-01 09:04:02 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/LuceneTestCase.java,fa01f0ad90e52750a55aa35ef8e96111f6d0fba0,Simon Willnauer,69,0,354,33,0,187,6,22,7,1422,279,828,7,2011-06-01 09:04:02 +0000,0,[],[],0.0
lucene,modules/analysis/icu/src/tools/java/org/apache/lucene/analysis/icu/RBBIRuleCompiler.java,3e97d05bb8ef1c79f14b037ae20fb332acde1fce,Robert Muir,1,1,1,7,7,7,1,1,95,95,29,95,1,2011-06-02 08:58:34 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData8.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,647,647,647,0,0,0,1,1,647,647,40,647,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/util/OpenStringBuilder.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,145,145,145,0,0,0,1,1,145,145,20,145,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData4.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/test/org/apache/lucene/analysis/en/TestKStemmer.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,84,84,84,0,0,0,1,1,84,84,52,84,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemmer.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,1521,1521,1521,0,0,0,1,1,1521,1521,443,1521,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData3.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData2.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData6.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData5.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData1.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,750,750,750,0,0,0,1,1,750,750,41,750,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemData7.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,748,748,748,0,0,0,1,1,748,748,40,748,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/analysis/common/src/java/org/apache/lucene/analysis/en/KStemFilter.java,86e9205c07f69fedd84bf47df64a93a31b9b8da5,Robert Muir,64,64,64,0,0,0,1,1,64,64,29,64,1,2011-06-02 12:58:22 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/BlockGroupingCollector.java,a3b16cb2985a38a093dc1efd2f65fa23acfe8b43,Michael McCandless,516,516,516,0,0,0,1,1,516,516,153,516,1,2011-06-02 16:46:56 +0000,0,[],[],0.0
lucene,modules/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java,a3b16cb2985a38a093dc1efd2f65fa23acfe8b43,Michael McCandless,775,236,813,106,106,116,2,5,708,724,75,708,2,2011-06-02 16:46:56 +0000,0,[],[],1.0
lucene,modules/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java,a3b16cb2985a38a093dc1efd2f65fa23acfe8b43,Shai Erera,38,0,813,10,0,116,3,5,16,724,75,708,2,2011-06-02 16:46:56 +0000,0,[],[],1.0
lucene,lucene/src/java/org/apache/lucene/search/CachingCollector.java,4f3101c5640f246a6506fb38df648366383b31cc,Michael McCandless,3,1,572,2,1,147,3,6,102,425,98,323,2,2011-06-02 22:21:29 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/search/CachingCollector.java,4f3101c5640f246a6506fb38df648366383b31cc,Shai Erera,569,0,572,145,0,147,3,6,323,425,98,323,2,2011-06-02 22:21:29 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/AbstractSecondPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,156,156,156,0,0,0,1,1,156,156,43,156,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/AllGroupsCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,11,0,11,142,134,142,2,2,0,0,0,156,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/SearchGroup.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,36,10,36,4,4,4,2,2,32,32,23,32,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/GroupDocs.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,61,4,61,5,5,5,2,2,56,56,28,56,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/AbstractAllGroupsCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,67,67,67,0,0,0,1,1,67,67,43,67,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/BlockGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,521,5,521,4,4,4,2,2,517,517,153,517,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,802,27,840,131,25,141,3,6,710,726,75,710,2,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Shai Erera,38,0,840,10,0,141,3,6,16,726,75,710,2,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/FirstPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,362,0,362,367,367,367,2,2,0,0,0,710,2,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/TermFirstPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,85,85,85,0,0,0,1,1,85,85,39,85,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/TopGroups.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,55,4,55,4,4,4,2,2,61,61,25,61,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/TermAllGroupsCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,111,111,111,0,0,0,1,1,111,111,52,111,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/AbstractFirstPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,358,358,358,0,0,0,1,1,356,358,109,356,2,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/TermSecondPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,76,76,76,0,0,0,1,1,76,76,25,76,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,modules/grouping/src/java/org/apache/lucene/search/grouping/SecondPassGroupingCollector.java,00f969b5e6ce975e04ea6ec457859072558f6d73,Michael McCandless,165,0,165,172,172,172,2,2,0,0,0,76,1,2011-06-02 22:35:17 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/FST.java,d7f84977c9fc1c3ac1ade7578c683a17bd72869c,Michael McCandless,872,0,873,0,0,1,1,2,801,872,162,801,4,2011-06-03 09:19:28 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/FST.java,d7f84977c9fc1c3ac1ade7578c683a17bd72869c,Dawid Weiss,1,1,873,1,1,1,1,2,69,872,162,801,4,2011-06-03 09:19:28 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/Builder.java,6611c934cac3983b2b455cefcdfd9e9b0b02bb01,Michael McCandless,545,0,582,0,0,0,1,2,519,582,162,519,4,2011-06-03 10:39:33 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/Builder.java,6611c934cac3983b2b455cefcdfd9e9b0b02bb01,Dawid Weiss,37,37,582,0,0,0,1,2,54,582,162,519,4,2011-06-03 10:39:33 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/NoOutputs.java,9b606f98f7e9ede8f6a2f53bd943f2eaa4daf046,Michael McCandless,96,0,97,0,0,1,1,2,95,96,26,95,2,2011-06-03 10:39:55 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/NoOutputs.java,9b606f98f7e9ede8f6a2f53bd943f2eaa4daf046,Dawid Weiss,1,1,97,1,1,1,1,2,1,96,26,95,2,2011-06-03 10:39:55 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/Builder.java,6d89498c3e2e38a5b44c66f13e2fd1e47561dc5a,Michael McCandless,546,1,583,1,1,1,2,3,520,582,162,520,4,2011-06-03 12:04:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/util/fst/Builder.java,6d89498c3e2e38a5b44c66f13e2fd1e47561dc5a,Dawid Weiss,37,0,583,0,0,1,1,3,53,582,162,520,4,2011-06-03 12:04:19 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/values/TestDocValues.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,104,104,104,97,97,97,1,1,326,326,25,326,1,2011-06-03 14:33:19 +0000,0,[],[],1.0
lucene,lucene/src/java/org/apache/lucene/index/values/DocValues.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,33,22,33,75,62,75,4,4,344,344,207,344,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Michael McCandless,94,0,330,15,0,120,4,13,161,465,75,161,7,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Robert Muir,4,0,330,1,0,120,1,13,98,465,75,161,7,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Shai Erera,3,0,330,3,0,120,1,13,13,465,75,161,7,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/test-framework/org/apache/lucene/util/_TestUtil.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,229,32,330,101,21,120,7,13,66,465,75,161,7,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/FixedDerefBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,18,2,18,15,1,15,4,4,279,279,30,279,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/FixedSortedBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,11,2,11,11,2,11,4,4,242,242,30,242,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/FixedStraightBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,16,0,16,11,1,11,4,4,249,249,34,249,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/VarSortedBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,12,2,12,12,2,12,4,4,315,315,36,315,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/search/FieldComparator.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,26,2,26,15,9,15,2,2,162,1353,245,580,6,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/VarStraightBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,8,0,8,9,1,9,4,4,233,233,24,233,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/Bytes.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,56,9,56,63,15,63,5,5,491,491,131,491,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/PackedIntsImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,199,161,199,73,55,73,5,5,430,430,43,430,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/values/TestDocValuesIndexing.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,83,29,85,98,24,105,6,7,579,581,58,579,2,2011-06-03 14:33:19 +0000,0,[],[],1.0
lucene,lucene/src/test/org/apache/lucene/index/values/TestDocValuesIndexing.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Robert Muir,2,0,85,7,0,105,1,7,2,581,58,579,2,2011-06-03 14:33:19 +0000,0,[],[],1.0
lucene,lucene/src/java/org/apache/lucene/index/values/MultiDocValues.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,15,4,15,15,4,15,3,3,275,275,24,275,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/Floats.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,69,5,69,81,29,81,6,6,469,469,50,469,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/VarDerefBytesImpl.java,7533f6a6b3c5e2ac29bb557b4a8486a79df98f43,Simon Willnauer,12,2,12,11,1,11,4,4,287,287,39,287,1,2011-06-03 14:33:19 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/FieldsEnum.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,1,1,1,16,1,16,2,2,3,76,35,73,2,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/test/org/apache/lucene/index/values/TestDocValues.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,113,9,113,106,9,106,2,2,326,326,25,326,1,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/PerDocValues.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,61,4,61,6,4,6,3,3,34,55,40,34,2,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/search/FieldComparator.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,30,4,30,19,4,19,3,3,162,1353,245,580,6,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/MultiFields.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,2,1,2,45,1,45,3,3,8,280,60,180,5,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/PerDocConsumer.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,73,2,73,5,2,6,3,4,67,67,36,67,1,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/PerDocConsumer.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Robert Muir,0,0,73,1,0,6,1,4,0,67,36,67,1,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/Bytes.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,65,9,65,72,9,72,6,6,491,491,131,491,1,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/document/Fieldable.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,5,2,5,5,2,5,2,2,28,237,174,203,4,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/PerFieldCodecWrapper.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,178,2,192,88,2,130,10,12,195,337,38,195,4,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/PerFieldCodecWrapper.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Robert Muir,1,0,192,1,0,130,1,12,3,337,38,195,4,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/PerFieldCodecWrapper.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Shai Erera,13,0,192,41,0,130,1,12,12,337,38,195,4,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/DocValuesConsumer.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,5,5,172,5,5,5,1,2,166,167,105,166,2,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/DocValuesConsumer.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Robert Muir,167,0,172,0,0,5,1,2,1,167,105,166,2,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/values/DocValues.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Simon Willnauer,33,0,33,419,344,419,5,5,0,0,0,166,2,2011-06-03 15:00:13 +0000,0,[],[],0.0
lucene,lucene/src/java/org/apache/lucene/index/codecs/BlockTermsReader.java,4fad203e0eaf657fd23faea8925cf720a6dfcdbd,Michael McCandless,7,0,15,2,0,10,1,3,880,884,214,880,3,2011-06-03 15:00:13 +0000,0,[],[],0.0
