"issue_key","created","resolutiondate","days_to_solve"
"LUCENE-2901","2011-01-30","2011-01-31","1"
"LUCENE-3401","2011-08-25","2011-08-26","1"
"LUCENE-6052","2014-11-06","2014-12-09","33"
"SOLR-3827","2012-09-11","2012-09-12","1"
"SOLR-1756","2010-02-04","2010-02-04","0"
"LUCENE-5237","2013-09-23","2013-09-24","1"
"SOLR-2538","2011-05-23","2011-07-07","45"
"LUCENE-5859","2014-07-30","2014-08-08","9"
"SOLR-721","2008-08-23","2008-10-08","46"
"SOLR-1064","2009-03-11","2009-03-11","0"
"SOLR-2623","2011-06-28","2011-07-20","22"
"LUCENE-453","2005-10-13","2005-11-10","28"
"LUCENE-3472","2011-09-27","2011-09-27","0"
"LUCENE-2383","2010-04-07","2010-04-07","0"
"LUCENE-4479","2012-10-12","2012-10-20","8"
"SOLR-1845","2010-03-25","2010-03-25","0"
"LUCENE-6097","2014-12-05","2014-12-08","3"
"LUCENE-3059","2011-05-01","2011-05-02","1"
"SOLR-4843","2013-05-21","2013-06-10","20"
"LUCENE-4877","2013-03-25","2013-04-06","12"
"SOLR-3371","2012-04-18","2012-05-07","19"
"LUCENE-5624","2014-04-22","2014-04-22","0"
"SOLR-304","2007-07-16","2011-07-05","1450"
"LUCENE-4882","2013-03-26","2013-03-26","0"
"LUCENE-2225","2010-01-18","2012-08-01","926"
"SOLR-5159","2013-08-15","2013-08-16","1"
"SOLR-2956","2011-12-09","2011-12-14","5"
"SOLR-7542","2015-05-13","2015-05-13","0"
"SOLR-3487","2012-05-25","2012-05-25","0"
"LUCENE-4459","2012-10-04","2012-10-04","0"
"SOLR-4133","2012-11-30","2012-12-23","23"
"LUCENE-6256","2015-02-18","2015-02-20","2"
"LUCENE-2717","2010-10-21","2010-10-21","0"
"LUCENE-1678","2009-06-09","2009-07-14","35"
"LUCENE-3903","2012-03-22","2012-03-22","0"
"LUCENE-588","2006-06-03","2010-11-05","1616"
"LUCENE-1250","2008-03-27","2011-01-25","1034"
"SOLR-6204","2014-06-25","2014-06-30","5"
"SOLR-6941","2015-01-09","2015-02-26","48"
"LUCENE-1894","2009-09-07","2009-09-10","3"
"LUCENE-3072","2011-05-04","2011-05-04","0"
"SOLR-4426","2013-02-11","2013-02-11","0"
"LUCENE-2579","2010-07-30","2010-07-30","0"
"LUCENE-193","2004-03-11","2006-05-27","807"
"LUCENE-2617","2010-08-24","2010-08-27","3"
"LUCENE-4119","2012-06-07","2012-06-07","0"
"LUCENE-1158","2008-01-26","2008-01-29","3"
"SOLR-6146","2014-06-05","2014-06-10","5"
"SOLR-6380","2014-08-15","2014-08-15","0"
"SOLR-7143","2015-02-23","2015-07-07","134"
"LUCENE-4885","2013-03-26","2013-04-10","15"
"SOLR-2348","2011-02-03","2011-02-17","14"
"SOLR-830","2008-10-29","2008-11-20","22"
"SOLR-4680","2013-04-05","2013-04-12","7"
"LUCENE-5948","2014-09-15","2014-12-01","77"
"LUCENE-4935","2013-04-15","2013-04-17","2"
"SOLR-5216","2013-09-06","2013-10-19","43"
"LUCENE-207","2004-03-31","2006-05-27","787"
"SOLR-6259","2014-07-19","2014-07-19","0"
"LUCENE-5599","2014-04-11","2014-04-16","5"
"LUCENE-4865","2013-03-20","2013-03-20","0"
"SOLR-5509","2013-11-27","2014-02-24","89"
"LUCENE-5897","2014-08-20","2014-09-17","28"
"LUCENE-4178","2012-06-28","2012-06-29","1"
"SOLR-4260","2013-01-04","2014-02-02","394"
"LUCENE-6418","2015-04-12","2015-04-12","0"
"SOLR-697","2008-08-13","2008-08-19","6"
"SOLR-4464","2013-02-15","2015-03-09","752"
"SOLR-333","2007-08-10","2007-08-15","5"
"SOLR-3048","2012-01-18","2012-01-18","0"
"LUCENE-5630","2014-04-24","2014-04-24","0"
"LUCENE-4302","2012-08-13","2012-08-13","0"
"LUCENE-5653","2014-05-07","2014-05-07","0"
"LUCENE-1623","2009-04-28","2009-05-01","3"
"SOLR-7579","2015-05-21","2015-05-22","1"
"SOLR-3548","2012-06-15","2012-06-19","4"
"SOLR-1341","2009-08-06","2009-08-06","0"
"SOLR-6270","2014-07-24","2014-07-27","3"
"SOLR-4982","2013-07-01","2013-07-07","6"
"SOLR-6693","2014-11-03","2015-02-26","115"
"LUCENE-2600","2010-08-12","2010-08-30","18"
"LUCENE-620","2006-06-30","2006-07-01","1"
"LUCENE-3402","2011-08-26","2012-09-18","389"
"LUCENE-1282","2008-05-10","2008-07-30","81"
"SOLR-6824","2014-12-06","2015-01-11","36"
"LUCENE-5689","2014-05-20","2014-05-21","1"
"LUCENE-5727","2014-06-02","2014-06-03","1"
"LUCENE-1804","2009-08-12","2009-08-12","0"
"SOLR-1638","2009-12-09","2009-12-10","1"
"SOLR-6752","2014-11-17","2014-12-01","14"
"LUCENE-4475","2012-10-11","2012-10-11","0"
"SOLR-4121","2012-11-28","2013-01-05","38"
"SOLR-4251","2013-01-01","2013-01-01","0"
"SOLR-3125","2012-02-12","2012-02-18","6"
"LUCENE-4918","2013-04-09","2013-04-09","0"
"SOLR-5496","2013-11-23","2013-11-25","2"
"LUCENE-3051","2011-04-29","2011-05-05","6"
"LUCENE-387","2005-05-12","2009-09-08","1580"
"LUCENE-2112","2009-12-04","2009-12-06","2"
"LUCENE-6424","2015-04-14","2015-04-15","1"
"LUCENE-1067","2007-11-27","2007-11-27","0"
"SOLR-413","2007-11-17","2007-11-19","2"
"LUCENE-6523","2015-06-04","2015-06-06","2"
"SOLR-145","2007-02-07","2007-02-07","0"
"LUCENE-515","2006-03-09","2006-03-09","0"
"LUCENE-4637","2012-12-19","2012-12-19","0"
"LUCENE-3042","2011-04-22","2011-04-22","0"
"SOLR-3782","2012-09-03","2012-09-05","2"
"SOLR-3470","2012-05-20","2014-07-28","799"
"SOLR-286","2007-07-03","2007-07-03","0"
"SOLR-1054","2009-03-09","2009-03-09","0"
"LUCENE-4815","2013-03-07","2013-03-07","0"
"SOLR-1088","2009-03-26","2009-05-21","56"
"LUCENE-1175","2008-02-11","2008-02-13","2"
"LUCENE-3024","2011-04-12","2011-06-04","53"
"LUCENE-3849","2012-03-05","2013-08-20","533"
"SOLR-2362","2011-02-11","2014-06-25","1230"
"LUCENE-747","2006-12-14","2006-12-14","0"
"SOLR-1109","2009-04-12","2009-08-19","129"
"LUCENE-4997","2013-05-12","2013-05-12","0"
"SOLR-1952","2010-06-15","2011-01-24","223"
"LUCENE-5750","2014-06-10","2014-06-10","0"
"LUCENE-6159","2015-01-03","2015-01-05","2"
"LUCENE-323","2004-12-14","2006-03-03","444"
"SOLR-6123","2014-05-30","2014-06-04","5"
"SOLR-4475","2013-02-20","2013-03-18","26"
"SOLR-173","2007-02-24","2007-02-26","2"
"SOLR-451","2008-01-04","2008-02-24","51"
"LUCENE-5840","2014-07-21","2014-07-22","1"
"LUCENE-1464","2008-11-21","2008-11-29","8"
"SOLR-6314","2014-08-02","2014-08-18","16"
"SOLR-918","2008-12-16","2008-12-17","1"
"LUCENE-1442","2008-11-07","2009-02-19","104"
"LUCENE-5796","2014-06-30","2014-07-07","7"
"SOLR-1191","2009-05-27","2011-02-16","630"
"LUCENE-2468","2010-05-18","2010-06-02","15"
"LUCENE-455","2005-10-15","2005-10-24","9"
"SOLR-6089","2014-05-19","2014-08-21","94"
"SOLR-6776","2014-11-21","2014-12-02","11"
"SOLR-3772","2012-08-30","2012-09-15","16"
"LUCENE-2207","2010-01-13","2010-01-17","4"
"SOLR-1458","2009-09-24","2009-10-09","15"
"SOLR-4102","2012-11-21","2012-12-13","22"
"SOLR-5279","2013-09-26","2013-09-27","1"
"SOLR-4574","2013-03-13","2013-03-15","2"
"SOLR-5380","2013-10-23","2014-08-18","299"
"LUCENE-4833","2013-03-14","2013-03-14","0"
"SOLR-5037","2013-07-12","2013-07-19","7"
"SOLR-4688","2013-04-08","2013-08-31","145"
"SOLR-4234","2012-12-26","2013-05-22","147"
"SOLR-999","2009-02-01","2009-02-02","1"
"SOLR-1056","2009-03-09","2009-03-10","1"
"LUCENE-1939","2009-10-02","2009-10-05","3"
"SOLR-1624","2009-12-04","2009-12-07","3"
"SOLR-5295","2013-10-02","2013-10-02","0"
"LUCENE-3870","2012-03-14","2012-03-16","2"
"LUCENE-2501","2010-06-16","2012-08-06","782"
"SOLR-7568","2015-05-19","2015-05-20","1"
"SOLR-1333","2009-08-04","2009-09-21","48"
"LUCENE-1633","2009-05-12","2009-05-12","0"
"LUCENE-1927","2009-09-25","2009-09-25","0"
"SOLR-4135","2012-12-01","2012-12-13","12"
"LUCENE-4521","2012-10-31","2012-10-31","0"
"LUCENE-465","2005-11-15","2005-11-16","1"
"SOLR-843","2008-11-08","2008-11-09","1"
"SOLR-2673","2011-07-24","2011-07-24","0"
"SOLR-7178","2015-02-28","2015-02-28","0"
"SOLR-6247","2014-07-15","2014-07-15","0"
"SOLR-2346","2011-02-03","2011-12-28","328"
"LUCENE-1285","2008-05-15","2008-05-27","12"
"LUCENE-565","2006-05-09","2007-02-13","280"
"LUCENE-1046","2007-11-03","2008-05-22","201"
"SOLR-2856","2011-10-26","2013-02-22","485"
"SOLR-2666","2011-07-20","2011-07-20","0"
"LUCENE-1545","2009-02-20","2010-09-29","586"
"LUCENE-1465","2008-11-21","2009-02-23","94"
"LUCENE-4303","2012-08-13","2012-08-13","0"
"SOLR-4842","2013-05-21","2013-05-21","0"
"SOLR-459","2008-01-17","2008-01-18","1"
"SOLR-6795","2014-11-25","2014-12-01","6"
"LUCENE-5202","2013-09-07","2013-09-09","2"
"SOLR-1769","2010-02-11","2010-06-15","124"
"SOLR-5305","2013-10-05","2013-10-05","0"
"SOLR-4592","2013-03-16","2013-03-16","0"
"SOLR-2520","2011-05-16","2011-05-17","1"
"SOLR-4710","2013-04-13","2013-04-19","6"
"SOLR-1839","2010-03-24","2010-04-11","18"
"SOLR-2536","2011-05-22","2011-05-23","1"
"SOLR-3643","2012-07-19","2012-07-25","6"
"LUCENE-4402","2012-09-17","2012-09-19","2"
"SOLR-6444","2014-08-28","2014-10-02","35"
"LUCENE-2712","2010-10-16","2010-10-18","2"
"SOLR-4648","2013-03-27","2013-04-05","9"
"SOLR-3660","2012-07-21","2012-07-22","1"
"SOLR-7046","2015-01-27","2015-01-29","2"
"SOLR-2162","2010-10-15","2010-10-24","9"
"LUCENE-3845","2012-03-04","2012-03-07","3"
"SOLR-4349","2013-01-24","2013-01-24","0"
"SOLR-5502","2013-11-25","2013-12-03","8"
"LUCENE-3597","2011-11-25","2011-11-26","1"
"LUCENE-220","2004-05-04","2006-05-27","753"
"LUCENE-2045","2009-11-08","2010-05-30","203"
"LUCENE-3890","2012-03-20","2012-03-27","7"
"LUCENE-1444","2008-11-09","2009-01-25","77"
"LUCENE-1520","2009-01-15","2009-01-16","1"
"LUCENE-3647","2011-12-14","2011-12-14","0"
"LUCENE-1902","2009-09-08","2009-09-09","1"
"LUCENE-4984","2013-05-07","2014-03-21","318"
"LUCENE-3156","2011-05-30","2011-05-30","0"
"LUCENE-1797","2009-08-10","2009-08-10","0"
"SOLR-3876","2012-09-24","2013-01-08","106"
"LUCENE-4166","2012-06-27","2012-06-28","1"
"SOLR-2466","2011-04-12","2011-04-16","4"
"SOLR-7140","2015-02-22","2015-02-23","1"
"LUCENE-3464","2011-09-25","2011-11-22","58"
"SOLR-3967","2012-10-19","2013-01-30","103"
"SOLR-2662","2011-07-18","2011-07-22","4"
"SOLR-1897","2010-04-29","2011-09-13","502"
"LUCENE-5536","2014-03-17","2014-03-18","1"
"LUCENE-1294","2008-05-28","2008-05-30","2"
"SOLR-6880","2014-12-22","2015-01-15","24"
"LUCENE-6207","2015-01-28","2015-01-29","1"
"SOLR-1399","2009-08-31","2009-09-03","3"
"SOLR-4715","2013-04-15","2014-10-22","555"
"SOLR-7470","2015-04-24","2015-04-28","4"
"LUCENE-2359","2010-03-31","2010-11-27","241"
"SOLR-198","2007-03-28","2007-03-29","1"
"SOLR-6149","2014-06-07","2014-06-09","2"
"SOLR-7294","2015-03-24","2015-03-24","0"
"SOLR-892","2008-12-02","2009-01-11","40"
"LUCENE-4176","2012-06-28","2012-06-28","0"
"SOLR-5366","2013-10-18","2013-11-07","20"
"LUCENE-10","2002-01-29","2006-05-27","1579"
"SOLR-157","2007-02-11","2007-02-12","1"
"LUCENE-249","2004-07-27","2006-05-27","669"
"SOLR-1815","2010-03-10","2010-03-14","4"
"LUCENE-2782","2010-11-27","2010-11-27","0"
"LUCENE-3238","2011-06-24","2011-06-24","0"
"LUCENE-4980","2013-05-05","2013-05-07","2"
"SOLR-4072","2012-11-14","2014-02-06","449"
"SOLR-3590","2012-07-02","2012-07-02","0"
"LUCENE-5273","2013-10-10","2013-10-13","3"
"LUCENE-30","2002-04-10","2006-05-27","1508"
"LUCENE-2095","2009-11-25","2009-12-02","7"
"SOLR-7472","2015-04-25","2015-05-15","20"
"SOLR-1090","2009-03-27","2009-03-27","0"
"LUCENE-5218","2013-09-16","2013-09-26","10"
"LUCENE-5468","2011-12-14","2014-02-27","806"
"SOLR-6338","2014-08-07","2014-08-18","11"
"LUCENE-6306","2015-02-27","2015-02-27","0"
"LUCENE-5307","2013-10-25","2013-10-26","1"
"LUCENE-3563","2011-11-05","2011-11-06","1"
"SOLR-4479","2013-02-20","2015-02-13","723"
"LUCENE-1500","2008-12-23","2009-03-25","92"
"SOLR-6524","2014-09-16","2014-10-22","36"
"SOLR-652","2008-07-24","2008-07-24","0"
"SOLR-5406","2013-10-30","2013-10-31","1"
"SOLR-12","2006-04-20","2006-04-20","0"
"LUCENE-6433","2015-04-17","2015-04-17","0"
"SOLR-6347","2014-08-08","2014-10-06","59"
"SOLR-1527","2009-10-28","2009-10-29","1"
"SOLR-7619","2015-06-01","2015-06-14","13"
"LUCENE-512","2006-03-07","2006-04-07","31"
"LUCENE-6240","2015-02-11","2015-02-11","0"
"SOLR-6145","2014-06-05","2014-06-10","5"
"SOLR-805","2008-10-08","2008-10-24","16"
"LUCENE-5500","2014-03-07","2014-03-07","0"
"SOLR-240","2007-05-15","2007-07-13","59"
"SOLR-2083","2010-08-23","2010-09-10","18"
"LUCENE-3741","2012-01-31","2012-02-01","1"
"SOLR-2261","2010-12-02","2011-01-17","46"
"LUCENE-6293","2015-02-25","2015-02-26","1"
"LUCENE-5246","2013-09-29","2013-11-14","46"
"LUCENE-1254","2008-03-31","2008-04-01","1"
"SOLR-4870","2013-05-29","2013-05-30","1"
"LUCENE-192","2004-03-06","2006-05-27","812"
"LUCENE-1214","2008-03-10","2008-03-12","2"
"LUCENE-2315","2010-03-13","2011-02-27","351"
"LUCENE-5873","2014-08-06","2015-01-02","149"
"LUCENE-4190","2012-07-04","2012-07-29","25"
"SOLR-3077","2012-01-30","2012-03-09","39"
"LUCENE-4140","2012-06-12","2012-08-03","52"
"LUCENE-5858","2014-07-30","2014-09-02","34"
"LUCENE-1402","2008-09-23","2008-09-25","2"
"SOLR-5296","2013-10-02","2013-10-02","0"
"LUCENE-821","2007-03-03","2007-03-04","1"
"LUCENE-3668","2011-12-26","2012-01-07","12"
"LUCENE-4635","2012-12-18","2012-12-18","0"
"LUCENE-161","2003-11-13","2006-05-27","926"
"LUCENE-18","2002-03-11","2006-05-27","1538"
"LUCENE-5044","2013-06-06","2013-06-09","3"
"LUCENE-4592","2012-12-06","2012-12-08","2"
"LUCENE-5364","2013-12-07","2013-12-09","2"
"SOLR-1940","2010-06-03","2011-01-28","239"
"SOLR-163","2007-02-17","2007-07-02","135"
"SOLR-3820","2012-09-10","2013-01-12","124"
"SOLR-1786","2010-02-22","2012-06-07","836"
"SOLR-4275","2013-01-05","2013-01-05","0"
"SOLR-778","2008-09-19","2008-09-19","0"
"LUCENE-4738","2013-01-30","2013-04-10","70"
"SOLR-6686","2014-10-31","2015-06-26","238"
"LUCENE-2144","2009-12-10","2009-12-11","1"
"SOLR-5039","2013-07-13","2013-07-14","1"
"SOLR-6791","2014-11-25","2014-12-01","6"
"SOLR-7104","2015-02-12","2015-02-18","6"
"LUCENE-5017","2013-05-25","2013-05-28","3"
"SOLR-2163","2010-10-15","2010-10-15","0"
"SOLR-4978","2013-06-29","2013-07-08","9"
"LUCENE-2168","2009-12-17","2009-12-17","0"
"SOLR-3984","2012-10-24","2012-10-25","1"
"LUCENE-1401","2008-09-23","2008-09-25","2"
"SOLR-3457","2012-05-16","2012-05-23","7"
"LUCENE-6402","2015-04-07","2015-04-07","0"
"SOLR-1905","2010-05-05","2013-04-10","1071"
"SOLR-2945","2011-12-04","2011-12-04","0"
"LUCENE-679","2006-10-08","2006-10-20","12"
"LUCENE-4300","2012-08-09","2012-08-10","1"
"SOLR-1339","2009-08-05","2009-08-08","3"
"LUCENE-3446","2011-09-22","2011-09-22","0"
"LUCENE-1852","2009-08-24","2009-08-25","1"
"LUCENE-4656","2013-01-03","2013-01-03","0"
"LUCENE-2645","2010-09-15","2011-06-04","262"
"LUCENE-6320","2015-03-02","2015-03-03","1"
"LUCENE-5656","2014-05-08","2014-05-08","0"
"LUCENE-5973","2014-09-23","2014-09-23","0"
"LUCENE-1379","2008-09-08","2008-09-16","8"
"SOLR-4057","2012-11-09","2012-12-12","33"
"SOLR-6457","2014-08-31","2015-02-26","179"
"LUCENE-5587","2014-04-09","2014-04-09","0"
"SOLR-7259","2015-03-17","2015-03-18","1"
"LUCENE-4317","2012-08-20","2012-08-22","2"
"LUCENE-5473","2014-02-26","2014-03-17","19"
"SOLR-1462","2009-09-25","2009-09-26","1"
"LUCENE-2104","2009-12-02","2010-06-01","181"
"LUCENE-4994","2013-05-09","2013-05-09","0"
"LUCENE-2118","2009-12-06","2010-11-11","340"
"SOLR-6781","2014-11-24","2014-11-25","1"
"SOLR-6540","2014-09-18","2014-10-13","25"
"SOLR-1580","2009-11-20","2009-11-23","3"
"LUCENE-1226","2008-03-12","2008-03-13","1"
"LUCENE-768","2007-01-09","2007-01-09","0"
"SOLR-840","2008-11-07","2008-11-17","10"
"SOLR-4007","2012-10-29","2012-10-31","2"
"LUCENE-2333","2010-03-19","2010-03-26","7"
"LUCENE-5901","2014-08-23","2014-08-26","3"
"LUCENE-1277","2008-04-30","2008-05-01","1"
"LUCENE-3814","2012-02-21","2014-01-24","703"
"SOLR-6646","2014-10-23","2014-10-23","0"
"LUCENE-5692","2014-05-21","2014-07-07","47"
"LUCENE-3937","2012-03-29","2012-03-29","0"
"LUCENE-315","2004-11-23","2006-05-27","550"
"LUCENE-4333","2012-08-28","2012-08-28","0"
"SOLR-3142","2012-02-19","2012-02-20","1"
"SOLR-6161","2014-06-11","2014-06-14","3"
"LUCENE-3940","2012-03-31","2012-04-08","8"
"SOLR-7741","2015-06-30","2015-07-03","3"
"LUCENE-393","2005-06-02","2006-05-27","359"
"SOLR-1656","2009-12-14","2011-02-27","440"
"SOLR-2706","2011-08-11","2011-08-11","0"
"LUCENE-898","2007-05-31","2009-06-02","733"
"SOLR-7603","2015-05-27","2015-06-10","14"
"LUCENE-3812","2012-02-21","2012-09-18","210"
"LUCENE-3796","2012-02-17","2012-02-18","1"
"LUCENE-4245","2012-07-22","2012-07-24","2"
"SOLR-3881","2012-09-24","2015-02-26","885"
"SOLR-7647","2015-06-08","2015-07-03","25"
"SOLR-4829","2013-05-16","2013-05-16","0"
"SOLR-6129","2014-06-02","2014-06-17","15"
"SOLR-3787","2012-09-05","2012-09-05","0"
"SOLR-3917","2012-10-06","2012-10-06","0"
"SOLR-4577","2013-03-14","2013-03-15","1"
"SOLR-7015","2015-01-22","2015-01-22","0"
"SOLR-6610","2014-10-09","2014-12-01","53"
"SOLR-5710","2014-02-09","2014-02-09","0"
"LUCENE-2728","2010-10-28","2010-12-03","36"
"LUCENE-2001","2009-10-21","2009-10-22","1"
"LUCENE-74","2003-01-14","2006-05-27","1229"
"LUCENE-2635","2010-09-08","2010-09-08","0"
"SOLR-4806","2013-05-10","2013-05-10","0"
"LUCENE-5436","2014-02-06","2014-02-06","0"
"LUCENE-992","2007-09-04","2007-09-10","6"
"LUCENE-2390","2010-04-10","2010-05-06","26"
"SOLR-6859","2014-12-17","2014-12-20","3"
"LUCENE-901","2007-06-01","2011-01-25","1334"
"LUCENE-3678","2012-01-05","2012-01-05","0"
"SOLR-6830","2014-12-08","2015-01-06","29"
"SOLR-1901","2010-05-03","2010-10-20","170"
"SOLR-3111","2012-02-08","2012-02-08","0"
"SOLR-1260","2009-07-03","2009-07-03","0"
"SOLR-2942","2011-12-02","2011-12-17","15"
"SOLR-1400","2009-09-01","2009-09-08","7"
"SOLR-4752","2013-04-23","2013-04-23","0"
"LUCENE-5922","2014-09-04","2014-09-19","15"
"SOLR-541","2008-04-16","2008-04-16","0"
"LUCENE-3428","2011-09-11","2011-11-14","64"
"SOLR-3932","2012-10-11","2012-10-26","15"
"LUCENE-47","2002-07-24","2006-05-27","1403"
"LUCENE-242","2004-07-13","2006-05-27","683"
"SOLR-6839","2014-12-11","2015-02-26","77"
"SOLR-6163","2014-06-12","2014-08-26","75"
"LUCENE-6386","2015-04-01","2015-04-02","1"
"SOLR-6227","2014-07-07","2015-02-05","213"
"SOLR-7338","2015-04-01","2015-04-07","6"
"SOLR-3867","2012-09-22","2012-09-22","0"
"LUCENE-1174","2008-02-11","2008-03-01","19"
"LUCENE-6192","2015-01-20","2015-01-21","1"
"LUCENE-5040","2013-06-06","2013-06-06","0"
"LUCENE-6046","2014-11-03","2014-11-04","1"
"LUCENE-1547","2009-02-22","2009-02-24","2"
"SOLR-3790","2012-09-05","2012-09-06","1"
"SOLR-4812","2013-05-13","2014-03-18","309"
"LUCENE-3630","2011-12-09","2011-12-10","1"
"LUCENE-2891","2011-01-26","2011-01-27","1"
"LUCENE-1249","2008-03-27","2008-08-19","145"
"LUCENE-2681","2010-10-02","2010-10-03","1"
"SOLR-6424","2014-08-24","2014-08-24","0"
"SOLR-4850","2013-05-22","2013-06-17","26"
"SOLR-888","2008-11-30","2008-12-11","11"
"LUCENE-198","2004-03-19","2005-09-03","533"
"SOLR-2539","2011-05-24","2011-05-24","0"
"LUCENE-1912","2009-09-17","2009-09-17","0"
"LUCENE-3983","2012-04-14","2012-05-18","34"
"LUCENE-3768","2012-02-10","2012-02-15","5"
"LUCENE-5980","2014-09-30","2014-12-01","62"
"SOLR-800","2008-10-06","2008-10-14","8"
"LUCENE-28","2002-04-06","2006-05-27","1512"
"SOLR-6845","2014-12-13","2015-03-02","79"
"LUCENE-5146","2013-07-29","2013-07-30","1"
"SOLR-1468","2009-09-27","2009-09-27","0"
"SOLR-699","2008-08-14","2008-08-14","0"
"SOLR-1615","2009-12-01","2011-01-25","420"
"LUCENE-4485","2012-10-16","2012-10-16","0"
"SOLR-1825","2010-03-16","2011-07-09","480"
"LUCENE-754","2006-12-19","2006-12-20","1"
"LUCENE-572","2006-05-18","2006-05-18","0"
"LUCENE-4260","2012-07-26","2012-07-27","1"
"LUCENE-3421","2011-09-07","2011-09-08","1"
"SOLR-6374","2014-08-13","2014-08-14","1"
"LUCENE-4831","2013-03-14","2013-03-14","0"
"LUCENE-1180","2008-02-15","2008-11-13","272"
"LUCENE-224","2004-05-09","2006-05-27","748"
"SOLR-929","2008-12-18","2009-05-04","137"
"SOLR-4934","2013-06-18","2013-06-19","1"
"SOLR-4149","2012-12-06","2012-12-24","18"
"SOLR-282","2007-07-02","2007-07-12","10"
"LUCENE-795","2007-02-05","2007-02-05","0"
"SOLR-6499","2014-09-10","2014-09-11","1"
"LUCENE-5345","2013-11-20","2014-01-05","46"
"SOLR-2750","2011-09-08","2011-09-15","7"
"SOLR-825","2008-10-25","2009-05-15","202"
"LUCENE-1885","2009-09-02","2009-09-03","1"
"LUCENE-1012","2007-10-01","2007-10-17","16"
"SOLR-3310","2012-04-03","2012-04-04","1"
"SOLR-1291","2009-07-17","2009-08-03","17"
"LUCENE-2436","2010-05-02","2012-05-23","752"
"SOLR-2912","2011-11-23","2011-11-24","1"
"LUCENE-6527","2015-06-04","2015-06-09","5"
"LUCENE-4880","2013-03-25","2013-04-09","15"
"LUCENE-3910","2012-03-24","2012-05-10","47"
"SOLR-539","2008-04-15","2008-05-22","37"
"SOLR-5547","2013-12-11","2013-12-12","1"
"SOLR-3880","2012-09-24","2012-09-24","0"
"SOLR-1471","2009-09-28","2009-10-02","4"
"LUCENE-1870","2009-08-28","2009-08-28","0"
"LUCENE-4595","2012-12-06","2012-12-09","3"
"SOLR-1778","2010-02-18","2010-06-02","104"
"LUCENE-1862","2009-08-27","2009-09-02","6"
"LUCENE-37","2002-05-28","2006-05-27","1460"
"SOLR-5317","2013-10-08","2013-10-11","3"
"LUCENE-1510","2009-01-02","2009-01-08","6"
"SOLR-1050","2009-03-06","2009-03-08","2"
"LUCENE-105","2003-04-23","2005-09-03","864"
"LUCENE-5194","2013-08-29","2013-08-29","0"
"LUCENE-2783","2010-11-29","2010-11-29","0"
"LUCENE-5228","2013-09-20","2014-01-25","127"
"LUCENE-4916","2013-04-08","2013-04-08","0"
"LUCENE-6401","2015-04-07","2015-04-08","1"
"SOLR-5800","2014-03-01","2014-03-12","11"
"LUCENE-2637","2010-09-08","2010-09-09","1"
"LUCENE-6081","2014-11-29","2014-11-29","0"
"LUCENE-6055","2014-11-10","2014-12-05","25"
"SOLR-4117","2012-11-28","2012-12-10","12"
"LUCENE-1152","2008-01-25","2008-05-22","118"
"SOLR-6721","2014-11-10","2014-11-10","0"
"SOLR-3377","2012-04-18","2012-07-13","86"
"SOLR-3369","2012-04-17","2013-07-02","441"
"SOLR-6662","2014-10-27","2014-11-11","15"
"SOLR-1042","2009-02-28","2009-03-01","1"
"SOLR-6835","2014-12-11","2015-06-11","182"
"SOLR-7092","2015-02-09","2015-03-24","43"
"SOLR-4009","2012-10-29","2012-12-06","38"
"LUCENE-4356","2012-09-04","2012-09-04","0"
"SOLR-5691","2014-02-04","2014-02-06","2"
"LUCENE-2615","2010-08-23","2010-08-23","0"
"LUCENE-326","2004-12-27","2006-05-27","516"
"LUCENE-1809","2009-08-14","2009-08-15","1"
"LUCENE-4313","2012-08-19","2012-08-19","0"
"SOLR-5195","2013-08-27","2013-08-27","0"
"SOLR-1450","2009-09-22","2009-09-22","0"
"LUCENE-4826","2013-03-12","2013-03-12","0"
"LUCENE-5223","2013-09-17","2013-09-18","1"
"LUCENE-177","2004-02-05","2006-05-27","842"
"LUCENE-2273","2010-02-21","2010-02-21","0"
"SOLR-7013","2015-01-21","2015-01-22","1"
"SOLR-5461","2013-11-18","2013-11-22","4"
"SOLR-3180","2012-02-29","2013-11-25","635"
"LUCENE-3698","2012-01-15","2012-01-17","2"
"SOLR-63","2006-11-02","2006-11-03","1"
"SOLR-5122","2013-08-07","2013-08-15","8"
"LUCENE-2002","2009-10-21","2009-10-29","8"
"LUCENE-5497","2014-03-07","2014-03-08","1"
"LUCENE-5285","2013-10-15","2013-11-29","45"
"LUCENE-825","2007-03-07","2007-03-08","1"
"SOLR-1491","2009-10-05","2009-10-06","1"
"LUCENE-763","2007-01-02","2007-05-31","149"
"LUCENE-1989","2009-10-17","2009-10-18","1"
"LUCENE-1389","2008-09-17","2008-11-13","57"
"SOLR-289","2007-07-05","2012-02-21","1692"
"SOLR-32","2006-07-17","2006-07-17","0"
"LUCENE-1335","2008-07-11","2008-08-30","50"
"LUCENE-5116","2013-07-16","2013-07-19","3"
"SOLR-2284","2010-12-13","2012-06-06","541"
"SOLR-7493","2015-04-30","2015-06-10","41"
"LUCENE-257","2004-08-08","2006-05-27","657"
"LUCENE-4002","2012-04-20","2012-05-02","12"
"SOLR-5119","2013-08-06","2013-08-12","6"
"LUCENE-335","2005-01-17","2006-05-27","495"
"LUCENE-5507","2014-03-08","2014-03-09","1"
"SOLR-4578","2013-03-14","2013-03-15","1"
