"sha","file","commit_ownership","line_ownership_added","line_ownership_deleted","total_contributors","total_lines_added","total_lines_deleted","major_contributors","minor_contributors","lines_added_major_contributors","lines_added_minor_contributors","lines_deleted_major_contributors","lines_deleted_minor_contributors","implicated"
"01228c7a99769f24c57602f84dbc3a2ef116b5cb","lucene/src/test/org/apache/lucene/TestExternalCodecs.java",0.326923076923077,0.741638795986622,0.425726141078838,6,1196,1205,3,3,4,2,3,3,0
"01228c7a99769f24c57602f84dbc3a2ef116b5cb","lucene/src/test/org/apache/lucene/TestSearchForDuplicates.java",0.434782608695652,0.704761904761905,0.454545454545455,6,210,55,3,3,3,3,3,3,0
"01228c7a99769f24c57602f84dbc3a2ef116b5cb","modules/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java",0.363636363636364,0.820703653585927,0.727848101265823,7,1478,316,4,3,2,5,3,4,0
"013a7b20dabd3829f68c5b85354e6d488ce2c8b3","lucene/core/src/java/org/apache/lucene/store/FSDirectory.java",0.384615384615385,0.675879396984925,0.453237410071942,10,796,556,6,4,3,7,4,6,0
"017631655355017d6897c1f347dccbd30f1f772e","lucene/core/src/java/org/apache/lucene/util/fst/Builder.java",0.545454545454545,0.696304849884527,0.787128712871287,7,866,202,3,4,2,5,3,4,0
"0179e08ca3c92e4d5a4512a2fa0f74c0a46c7c98","lucene/src/test/org/apache/lucene/search/TestRegexpRandom2.java",0.620689655172414,0.563131313131313,0.556756756756757,6,396,185,4,2,4,2,3,3,0
"01a234962490fb0d189311509e034a59694a6982","lucene/core/src/java/org/apache/lucene/index/IndexWriter.java",0.396449704142012,0.550832778147901,0.442151805453206,17,7505,2714,5,12,3,14,5,12,1
"01a8782e57c65155d1db9797094a58504ae3c0e1","lucene/test-framework/src/java/org/apache/lucene/codecs/ramonly/RAMOnlyPostingsFormat.java",0.428571428571429,0.907435508345979,0.614457831325301,7,659,83,3,4,2,5,2,5,0
"01e23c1ecee0e924633ab0e44ddd542ad2ffca46","lucene/core/src/java/org/apache/lucene/search/payloads/PayloadNearQuery.java",0.318181818181818,0.669975186104218,0.422077922077922,9,403,154,4,5,4,5,4,5,0
"01e23c1ecee0e924633ab0e44ddd542ad2ffca46","lucene/core/src/java/org/apache/lucene/search/payloads/PayloadTermQuery.java",0.36,0.58472553699284,0.4,8,419,160,4,4,4,4,4,4,0
"01e23c1ecee0e924633ab0e44ddd542ad2ffca46","lucene/core/src/java/org/apache/lucene/search/spans/SpanTermQuery.java",0.272727272727273,0.473309608540925,0.464566929133858,9,281,127,5,4,4,5,4,5,0
"01e23c1ecee0e924633ab0e44ddd542ad2ffca46","lucene/core/src/java/org/apache/lucene/search/spans/SpanWeight.java",0.227272727272727,0.406360424028269,0.611940298507463,9,283,134,4,5,5,4,4,5,1
"01e9fa4656b3fc735b263170b3f4a9e20a6f41b7","lucene/core/src/java/org/apache/lucene/index/IndexWriter.java",0.5,0.821837924793887,0.858510638297872,7,4973,940,3,4,2,5,2,5,0
"01f2897017177a25476e17e4edf6e8367a064b16","lucene/src/java/org/apache/lucene/index/CheckIndex.java",0.478260869565217,0.737012987012987,0.547297297297297,7,1232,148,3,4,3,4,3,4,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestBooleanQuery.java",0.241379310344828,0.445626477541371,0.264705882352941,12,846,102,7,5,3,9,6,6,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestCachingWrapperFilter.java",0.366666666666667,0.567028985507246,0.339805825242718,9,552,103,4,5,2,7,6,3,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestConstantScoreQuery.java",0.304347826086957,0.62015503875969,0.285714285714286,10,258,49,4,6,3,7,5,5,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestFilteredQuery.java",0.285714285714286,0.472324723247232,0.424418604651163,10,813,172,5,5,3,7,6,4,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestNumericRangeQuery32.java",0.192307692307692,0.864611260053619,0.282051282051282,11,746,156,5,6,2,9,4,7,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/core/src/test/org/apache/lucene/search/TestNumericRangeQuery64.java",0.192307692307692,0.863808322824716,0.29585798816568,11,793,169,5,6,2,9,4,7,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/highlighter/src/java/org/apache/lucene/search/highlight/WeightedSpanTermExtractor.java",0.333333333333333,0.776185226019846,0.44375,9,907,160,5,4,3,6,4,5,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/highlighter/src/test/org/apache/lucene/search/highlight/HighlighterTest.java",0.25,0.805489260143198,0.384615384615385,11,2514,221,7,4,3,8,5,6,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/join/src/test/org/apache/lucene/search/join/TestBlockJoin.java",0.254901960784314,0.554046713742531,0.315068493150685,12,1841,292,6,6,2,10,6,6,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParserBase.java",0.533333333333333,0.93988684582744,0.88780487804878,11,1414,410,4,7,1,10,1,10,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/queryparser/src/test/org/apache/lucene/queryparser/flexible/standard/TestQPHelper.java",0.428571428571429,0.962859145059565,0.486486486486487,7,1427,74,4,3,1,6,3,4,0
"02536e9c875d13583f813ac96a9bb67a8130c161","lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java",0.392857142857143,0.965253239104829,0.866995073891626,7,1698,406,5,2,1,6,2,5,0
"02914ba893feab9b6c93a0f4ab52a50b2caa4aca","lucene/core/src/java/org/apache/lucene/index/DocumentsWriterPerThread.java",0.408163265306122,0.646118721461187,0.49748743718593,8,876,199,4,4,3,5,3,5,0
"02be22a4bc328dcb9fb941f45200029d41fc738e","lucene/src/test/org/apache/lucene/index/TestIndexWriter.java",0.4,0.757958726603743,0.594994311717861,6,6251,879,4,2,3,3,4,2,0
"02be22a4bc328dcb9fb941f45200029d41fc738e","lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java",0.318181818181818,0.769320843091335,0.451612903225806,6,854,124,5,1,2,4,4,2,0
"02be22a4bc328dcb9fb941f45200029d41fc738e","lucene/src/test/org/apache/lucene/util/LuceneTestCaseJ4.java",0.411764705882353,0.345029239766082,0.653465346534653,8,1026,101,4,4,4,4,3,5,0
"02be22a4bc328dcb9fb941f45200029d41fc738e","lucene/src/test/org/apache/lucene/util/LuceneTestCase.java",0.478260869565217,0.526126126126126,0.693333333333333,5,555,75,3,2,4,1,3,2,0
"02fe99574322c77771e4ded05c7337789a07102e","lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java",0.296296296296296,0.766605166051661,0.503311258278146,9,1084,151,4,5,3,6,3,6,0
"030e2e701041141a4f86cfba1d6bdf7423a42d12","lucene/src/java/org/apache/lucene/index/IndexWriter.java",0.509433962264151,0.476438304314913,0.431504037224579,8,10568,7307,4,4,5,3,5,3,0
"034456ca877c86b8af9be37c595143c92952b47b","lucene/memory/src/java/org/apache/lucene/index/memory/MemoryIndex.java",0.666666666666667,0.812925170068027,0.623015873015873,6,1470,252,2,4,2,4,2,4,1
"034923b0c476d6a6755f82567c9dc96baf43d52a","lucene/core/src/java/org/apache/lucene/index/IndexWriter.java",0.380434782608696,0.732199787460149,0.655928718300206,14,5646,1459,3,11,2,12,3,11,0
