"issue_key","created","resolutiondate","days_to_solve"
"ZOOKEEPER-568","2009-11-03","2009-11-07","4"
"ZOOKEEPER-363","2009-04-03","2009-04-07","4"
"ZOOKEEPER-254","2008-12-12","2009-01-22","41"
"ZOOKEEPER-617","2009-12-10","2010-03-12","92"
"ZOOKEEPER-326","2009-02-20","2009-02-23","3"
"ZOOKEEPER-541","2009-10-06","2009-10-13","7"
"ZOOKEEPER-1109","2011-06-24","2011-07-25","31"
"ZOOKEEPER-750","2010-04-22","2010-04-29","7"
"ZOOKEEPER-1819","2013-11-21","2014-04-25","155"
"ZOOKEEPER-1048","2011-04-13","2012-05-06","389"
"ZOOKEEPER-558","2009-10-25","2009-11-07","13"
"ZOOKEEPER-792","2010-06-24","2010-08-23","60"
"ZOOKEEPER-1789","2013-10-10","2014-07-23","286"
"ZOOKEEPER-209","2008-10-27","2008-11-18","22"
"ZOOKEEPER-1194","2011-09-20","2011-11-05","46"
"ZOOKEEPER-1632","2013-01-29","2013-12-04","309"
"ZOOKEEPER-1388","2012-02-07","2013-12-17","679"
"ZOOKEEPER-844","2010-08-12","2010-10-06","55"
"ZOOKEEPER-782","2010-05-31","2011-07-14","409"
"ZOOKEEPER-1647","2013-02-17","2013-02-19","2"
"ZOOKEEPER-718","2010-03-19","2010-03-19","0"
"ZOOKEEPER-1063","2011-05-17","2011-07-15","59"
"ZOOKEEPER-291","2009-02-04","2009-02-04","0"
"ZOOKEEPER-510","2009-08-19","2009-10-14","56"
"ZOOKEEPER-1700","2013-05-08","2013-05-11","3"
"ZOOKEEPER-644","2010-01-14","2010-01-15","1"
"ZOOKEEPER-1474","2012-05-30","2012-11-28","182"
"ZOOKEEPER-293","2009-02-05","2009-02-05","0"
"ZOOKEEPER-570","2009-11-08","2009-11-08","0"
"ZOOKEEPER-1732","2013-07-19","2013-10-30","103"
"ZOOKEEPER-1277","2011-11-02","2012-03-15","134"
"ZOOKEEPER-3","2008-06-09","2009-11-18","527"
"ZOOKEEPER-2178","2015-05-02","2015-06-01","30"
"ZOOKEEPER-454","2009-06-30","2009-06-30","0"
"ZOOKEEPER-893","2010-10-11","2010-10-19","8"
"ZOOKEEPER-524","2009-09-10","2010-02-20","163"
"ZOOKEEPER-1338","2011-12-22","2012-02-06","46"
"ZOOKEEPER-1494","2012-06-22","2012-09-10","80"
"ZOOKEEPER-1933","2014-06-03","2014-07-25","52"
"ZOOKEEPER-1513","2012-07-20","2012-12-12","145"
"ZOOKEEPER-1380","2012-01-30","2012-09-07","221"
"ZOOKEEPER-769","2010-05-06","2010-05-21","15"
"ZOOKEEPER-551","2009-10-13","2009-11-08","26"
"ZOOKEEPER-193","2008-10-16","2008-10-16","0"
"ZOOKEEPER-677","2010-02-22","2010-03-10","16"
"ZOOKEEPER-227","2008-11-18","2008-11-19","1"
"ZOOKEEPER-1653","2013-02-27","2013-11-26","272"
"ZOOKEEPER-1906","2014-03-31","2014-04-01","1"
"ZOOKEEPER-2187","2015-05-09","2015-05-29","20"
"ZOOKEEPER-1883","2014-02-18","2014-03-13","23"
"ZOOKEEPER-347","2009-03-26","2009-04-08","13"
"ZOOKEEPER-1046","2011-04-12","2011-07-14","93"
"ZOOKEEPER-1645","2013-02-12","2013-02-16","4"
"ZOOKEEPER-1427","2012-03-19","2012-07-17","120"
"ZOOKEEPER-245","2008-12-04","2008-12-10","6"
"ZOOKEEPER-325","2009-02-20","2009-04-07","46"
"ZOOKEEPER-444","2009-06-15","2009-06-17","2"
"ZOOKEEPER-490","2009-07-29","2009-08-07","9"
"ZOOKEEPER-1348","2011-12-31","2012-02-06","37"
"ZOOKEEPER-155","2008-10-02","2008-10-03","1"
"ZOOKEEPER-348","2009-03-26","2009-04-09","14"
"ZOOKEEPER-1361","2012-01-13","2012-09-17","248"
"ZOOKEEPER-1590","2012-11-27","2012-11-28","1"
"ZOOKEEPER-1952","2014-07-02","2015-03-01","242"
"ZOOKEEPER-1683","2013-04-04","2014-07-17","469"
"ZOOKEEPER-1387","2012-02-06","2012-12-13","311"
"ZOOKEEPER-1964","2014-07-11","2014-07-14","3"
"ZOOKEEPER-374","2009-04-10","2009-04-16","6"
"ZOOKEEPER-1376","2012-01-27","2012-09-21","238"
"ZOOKEEPER-961","2010-12-21","2011-09-14","267"
"ZOOKEEPER-413","2009-05-20","2010-01-26","251"
"ZOOKEEPER-1294","2011-11-09","2012-01-14","66"
"ZOOKEEPER-1518","2012-07-25","2012-08-01","7"
"ZOOKEEPER-1307","2011-11-23","2012-03-17","115"
"ZOOKEEPER-1702","2013-05-09","2013-07-01","53"
"ZOOKEEPER-138","2008-09-08","2008-10-22","44"
"ZOOKEEPER-586","2009-11-21","2010-03-16","115"
"ZOOKEEPER-7","2008-06-10","2008-09-26","108"
"ZOOKEEPER-402","2009-05-13","2009-05-21","8"
"ZOOKEEPER-118","2008-08-11","2008-09-09","29"
"ZOOKEEPER-285","2009-02-02","2009-02-02","0"
"ZOOKEEPER-2058","2014-10-09","2014-10-13","4"
"ZOOKEEPER-795","2010-06-28","2010-08-17","50"
"ZOOKEEPER-2198","2015-05-30","2015-05-31","1"
"ZOOKEEPER-904","2010-10-19","2010-10-26","7"
"ZOOKEEPER-1696","2013-04-24","2013-09-27","156"
"ZOOKEEPER-1672","2013-03-19","2013-03-20","1"
"ZOOKEEPER-621","2009-12-12","2009-12-14","2"
"ZOOKEEPER-682","2010-02-25","2010-03-04","7"
"ZOOKEEPER-1370","2012-01-24","2012-02-06","13"
"ZOOKEEPER-1083","2011-05-31","2011-06-13","13"
"ZOOKEEPER-503","2009-08-07","2010-01-26","172"
"ZOOKEEPER-532","2009-09-22","2009-11-18","57"
"ZOOKEEPER-1138","2011-07-27","2011-07-28","1"
"ZOOKEEPER-258","2008-12-16","2009-01-08","23"
"ZOOKEEPER-1655","2013-02-28","2013-10-01","215"
"ZOOKEEPER-123","2008-08-24","2008-08-25","1"
"ZOOKEEPER-511","2009-08-19","2010-03-11","204"
"ZOOKEEPER-683","2010-03-01","2010-03-03","2"
"ZOOKEEPER-419","2009-05-28","2009-05-28","0"
"ZOOKEEPER-542","2009-10-06","2009-10-07","1"
"ZOOKEEPER-874","2010-09-17","2011-04-13","208"
"ZOOKEEPER-117","2008-08-11","2008-09-24","44"
"ZOOKEEPER-1624","2013-01-18","2013-10-10","265"
"ZOOKEEPER-913","2010-10-26","2011-01-27","93"
"ZOOKEEPER-722","2010-03-22","2010-04-12","21"
"ZOOKEEPER-1189","2011-09-16","2011-09-27","11"
"ZOOKEEPER-1179","2011-09-13","2014-02-12","883"
"ZOOKEEPER-1643","2013-02-09","2013-02-20","11"
"ZOOKEEPER-375","2009-04-15","2009-06-09","55"
"ZOOKEEPER-2186","2015-05-08","2015-05-24","16"
"ZOOKEEPER-502","2009-08-07","2010-01-26","172"
"ZOOKEEPER-1271","2011-10-28","2011-11-02","5"
"ZOOKEEPER-2210","2015-06-09","2015-06-22","13"
"ZOOKEEPER-569","2009-11-06","2010-02-20","106"
"ZOOKEEPER-796","2010-06-28","2010-07-06","8"
"ZOOKEEPER-157","2008-10-04","2008-10-05","1"
"ZOOKEEPER-1606","2012-12-21","2013-02-19","60"
"ZOOKEEPER-21","2008-06-10","2008-09-26","108"
"ZOOKEEPER-1591","2012-11-27","2012-11-30","3"
"ZOOKEEPER-55","2008-06-26","2008-06-26","0"
"ZOOKEEPER-480","2009-07-20","2009-08-04","15"
"ZOOKEEPER-1894","2014-03-14","2014-03-28","14"
"ZOOKEEPER-1108","2011-06-23","2011-09-09","78"
"ZOOKEEPER-1575","2012-11-07","2014-04-04","513"
"ZOOKEEPER-1256","2011-10-27","2011-10-27","0"
"ZOOKEEPER-1765","2013-09-25","2013-10-02","7"
"ZOOKEEPER-1786","2013-10-09","2013-11-15","37"
"ZOOKEEPER-485","2009-07-23","2010-02-24","216"
"ZOOKEEPER-1573","2012-11-01","2014-02-10","466"
"ZOOKEEPER-340","2009-03-17","2009-04-17","31"
"ZOOKEEPER-1750","2013-08-30","2013-10-04","35"
"ZOOKEEPER-2221","2015-06-25","2015-06-30","5"
"ZOOKEEPER-1343","2011-12-23","2012-01-04","12"
"ZOOKEEPER-87","2008-07-23","2013-09-26","1891"
"ZOOKEEPER-466","2009-07-14","2009-08-04","21"
"ZOOKEEPER-199","2008-10-20","2008-10-21","1"
"ZOOKEEPER-273","2009-01-15","2009-01-26","11"
"ZOOKEEPER-498","2009-08-04","2009-08-11","7"
"ZOOKEEPER-1663","2013-03-12","2013-05-20","69"
"ZOOKEEPER-133","2008-09-03","2008-09-05","2"
"ZOOKEEPER-1992","2014-07-28","2014-08-01","4"
"ZOOKEEPER-1049","2011-04-16","2011-05-03","17"
"ZOOKEEPER-708","2010-03-18","2010-03-18","0"
"ZOOKEEPER-663","2010-02-02","2010-03-09","35"
"ZOOKEEPER-1805","2013-10-30","2014-03-13","134"
"ZOOKEEPER-1142","2011-08-03","2011-08-11","8"
"ZOOKEEPER-1340","2011-12-22","2012-02-06","46"
"ZOOKEEPER-907","2010-10-20","2010-11-04","15"
"ZOOKEEPER-681","2010-02-25","2010-03-05","8"
"ZOOKEEPER-450","2009-06-29","2009-06-30","1"
"ZOOKEEPER-420","2009-05-28","2009-10-01","126"
"ZOOKEEPER-1731","2013-07-16","2013-08-02","17"
"ZOOKEEPER-1117","2011-07-05","2011-08-26","52"
"ZOOKEEPER-212","2008-10-28","2008-11-17","20"
"ZOOKEEPER-477","2009-07-17","2009-08-11","25"
"ZOOKEEPER-889","2010-10-07","2010-10-07","0"
"ZOOKEEPER-1877","2014-02-06","2014-07-24","168"
"ZOOKEEPER-1311","2011-11-30","2011-12-01","1"
"ZOOKEEPER-446","2009-06-19","2009-06-22","3"
"ZOOKEEPER-800","2010-06-29","2010-10-21","114"
"ZOOKEEPER-567","2009-11-01","2009-11-12","11"
"ZOOKEEPER-76","2008-07-16","2008-07-16","0"
"ZOOKEEPER-457","2009-07-01","2009-07-31","30"
"ZOOKEEPER-1602","2012-12-15","2012-12-16","1"
"ZOOKEEPER-2114","2015-02-05","2015-02-22","17"
"ZOOKEEPER-732","2010-03-29","2013-10-03","1284"
"ZOOKEEPER-75","2008-07-15","2008-07-15","0"
"ZOOKEEPER-1139","2011-07-27","2011-07-28","1"
"ZOOKEEPER-1943","2014-06-19","2014-06-23","4"
"ZOOKEEPER-962","2010-12-21","2011-01-23","33"
"ZOOKEEPER-2096","2014-12-19","2015-06-02","165"
"ZOOKEEPER-309","2009-02-10","2009-03-12","30"
"ZOOKEEPER-1554","2012-10-03","2013-10-30","392"
"ZOOKEEPER-1262","2011-10-27","2011-12-28","62"
"ZOOKEEPER-1152","2011-08-12","2011-08-21","9"
"ZOOKEEPER-501","2009-08-06","2009-08-07","1"
"ZOOKEEPER-669","2010-02-12","2010-02-23","11"
"ZOOKEEPER-182","2008-10-10","2008-10-14","4"
"ZOOKEEPER-1055","2011-04-26","2011-08-15","111"
"ZOOKEEPER-449","2009-06-26","2009-06-26","0"
"ZOOKEEPER-774","2010-05-12","2010-05-14","2"
"ZOOKEEPER-563","2009-10-28","2009-10-29","1"
"ZOOKEEPER-2111","2015-01-27","2015-01-31","4"
"ZOOKEEPER-253","2008-12-11","2009-01-28","48"
"ZOOKEEPER-2109","2015-01-26","2015-03-16","49"
"ZOOKEEPER-876","2010-09-21","2013-07-01","1014"
"ZOOKEEPER-190","2008-10-14","2008-10-15","1"
"ZOOKEEPER-417","2009-05-26","2009-06-26","31"
"ZOOKEEPER-2124","2015-02-20","2015-05-24","93"
"ZOOKEEPER-2182","2015-05-07","2015-05-12","5"
"ZOOKEEPER-975","2011-01-14","2011-04-29","105"
"ZOOKEEPER-1839","2013-12-13","2013-12-16","3"
"ZOOKEEPER-121","2008-08-12","2010-03-16","581"
"ZOOKEEPER-1533","2012-08-13","2012-08-14","1"
"ZOOKEEPER-1553","2012-10-01","2012-12-12","72"
"ZOOKEEPER-452","2009-06-30","2009-06-30","0"
"ZOOKEEPER-303","2009-02-06","2009-02-10","4"
"ZOOKEEPER-441","2009-06-09","2009-06-09","0"
"ZOOKEEPER-15","2008-06-10","2008-07-23","43"
"ZOOKEEPER-2049","2014-09-29","2014-10-16","17"
"ZOOKEEPER-1210","2011-09-28","2012-06-30","276"
"ZOOKEEPER-1779","2013-10-02","2014-03-05","154"
"ZOOKEEPER-391","2009-05-06","2009-05-12","6"
"ZOOKEEPER-218","2008-11-10","2008-11-18","8"
"ZOOKEEPER-1195","2011-09-20","2011-09-29","9"
"ZOOKEEPER-482","2009-07-22","2009-07-30","8"
"ZOOKEEPER-1930","2014-05-28","2014-05-28","0"
"ZOOKEEPER-479","2009-07-20","2009-08-03","14"
"ZOOKEEPER-1620","2013-01-15","2013-01-25","10"
"ZOOKEEPER-333","2009-02-27","2009-03-12","13"
"ZOOKEEPER-1208","2011-09-28","2011-11-14","47"
"ZOOKEEPER-749","2010-04-22","2010-04-29","7"
"ZOOKEEPER-154","2008-10-02","2008-10-03","1"
"ZOOKEEPER-1662","2013-03-09","2014-03-11","367"
"ZOOKEEPER-706","2010-03-17","2015-06-13","1914"
"ZOOKEEPER-538","2009-09-30","2009-10-02","2"
"ZOOKEEPER-2026","2014-09-02","2014-09-28","26"
"ZOOKEEPER-870","2010-09-14","2010-09-15","1"
"ZOOKEEPER-958","2010-12-15","2010-12-21","6"
"ZOOKEEPER-1557","2012-10-04","2013-10-24","385"
"ZOOKEEPER-1878","2014-02-09","2014-03-27","46"
"ZOOKEEPER-1184","2011-09-14","2011-09-17","3"
"ZOOKEEPER-2174","2015-04-21","2015-05-03","12"
"ZOOKEEPER-318","2009-02-17","2009-03-06","17"
"ZOOKEEPER-200","2008-10-21","2008-10-21","0"
"ZOOKEEPER-105","2008-07-26","2008-07-28","2"
"ZOOKEEPER-1367","2012-01-20","2012-01-31","11"
"ZOOKEEPER-1327","2011-12-13","2012-02-06","55"
"ZOOKEEPER-2060","2014-10-14","2014-11-19","36"
"ZOOKEEPER-1540","2012-08-23","2012-09-25","33"
"ZOOKEEPER-2","2008-06-09","2008-08-25","77"
"ZOOKEEPER-487","2009-07-24","2009-07-31","7"
"ZOOKEEPER-1352","2012-01-05","2012-02-06","32"
"ZOOKEEPER-435","2009-06-05","2009-06-09","4"
"ZOOKEEPER-1087","2011-06-06","2011-06-21","15"
"ZOOKEEPER-794","2010-06-26","2010-10-21","117"
"ZOOKEEPER-1773","2013-10-01","2013-10-03","2"
"ZOOKEEPER-334","2009-02-27","2009-03-03","4"
"ZOOKEEPER-1077","2011-05-26","2015-05-18","1453"
"ZOOKEEPER-1283","2011-11-03","2011-11-15","12"
"ZOOKEEPER-881","2010-09-28","2010-10-18","20"
"ZOOKEEPER-1897","2014-03-18","2014-04-03","16"
"ZOOKEEPER-1686","2013-04-05","2013-09-30","178"
"ZOOKEEPER-1034","2011-03-27","2011-08-15","141"
"ZOOKEEPER-691","2010-03-09","2010-03-09","0"
"ZOOKEEPER-242","2008-12-01","2008-12-05","4"
"ZOOKEEPER-2201","2015-06-02","2015-06-06","4"
"ZOOKEEPER-1439","2012-04-01","2012-04-26","25"
"ZOOKEEPER-396","2009-05-09","2009-06-08","30"
"ZOOKEEPER-1909","2014-04-09","2014-04-17","8"
"ZOOKEEPER-588","2009-11-21","2009-12-11","20"
"ZOOKEEPER-1521","2012-07-26","2012-07-29","3"
"ZOOKEEPER-1495","2012-06-28","2013-01-25","211"
"ZOOKEEPER-433","2009-06-05","2009-06-18","13"
"ZOOKEEPER-1891","2014-03-10","2014-05-10","61"
"ZOOKEEPER-1499","2012-07-03","2013-10-24","478"
"ZOOKEEPER-1379","2012-01-30","2013-09-02","581"
"ZOOKEEPER-385","2009-04-27","2009-05-22","25"
"ZOOKEEPER-1451","2012-04-19","2012-04-25","6"
"ZOOKEEPER-1622","2013-01-16","2013-12-16","334"
"ZOOKEEPER-897","2010-10-14","2010-10-28","14"
"ZOOKEEPER-198","2008-10-20","2008-10-20","0"
"ZOOKEEPER-1911","2014-04-11","2014-04-25","14"
"ZOOKEEPER-1862","2014-01-13","2014-03-14","60"
"ZOOKEEPER-1769","2013-09-29","2013-10-01","2"
"ZOOKEEPER-268","2009-01-07","2009-01-26","19"
"ZOOKEEPER-1058","2011-05-04","2011-05-20","16"
"ZOOKEEPER-1057","2011-05-03","2014-01-09","982"
"ZOOKEEPER-1100","2011-06-21","2011-12-26","188"
"ZOOKEEPER-1165","2011-08-29","2011-09-02","4"
"ZOOKEEPER-131","2008-09-02","2008-09-19","17"
