"issue_key","created","resolutiondate","days_to_solve"
"MAHOUT-1196","2013-04-22","2013-06-02","41"
"MAHOUT-408","2010-06-02","2010-06-03","1"
"MAHOUT-585","2011-01-16","2011-01-17","1"
"MAHOUT-1038","2012-07-04","2012-07-04","0"
"MAHOUT-377","2010-04-12","2010-05-27","45"
"MAHOUT-1109","2012-11-01","2012-11-01","0"
"MAHOUT-1516","2014-04-17","2015-03-30","347"
"MAHOUT-889","2011-11-17","2012-06-22","218"
"MAHOUT-1011","2012-05-10","2012-05-10","0"
"MAHOUT-1039","2012-07-04","2012-07-04","0"
"MAHOUT-808","2011-09-14","2011-09-14","0"
"MAHOUT-882","2011-11-12","2011-11-12","0"
"MAHOUT-801","2011-09-07","2011-09-12","5"
"MAHOUT-774","2011-07-25","2011-07-25","0"
"MAHOUT-907","2011-12-02","2011-12-02","0"
"MAHOUT-1313","2013-08-13","2013-08-13","0"
"MAHOUT-604","2011-02-02","2011-02-15","13"
"MAHOUT-461","2010-08-08","2010-08-29","21"
"MAHOUT-993","2012-03-14","2013-06-02","445"
"MAHOUT-1033","2012-06-19","2012-06-22","3"
"MAHOUT-727","2011-06-09","2011-07-23","44"
"MAHOUT-855","2011-10-31","2011-10-31","0"
"MAHOUT-762","2011-07-14","2011-07-14","0"
"MAHOUT-1157","2013-03-08","2013-03-11","3"
"MAHOUT-669","2011-04-13","2011-04-14","1"
"MAHOUT-1590","2014-06-28","2015-03-26","271"
"MAHOUT-1615","2014-09-13","2014-10-10","27"
"MAHOUT-272","2010-02-02","2010-02-05","3"
"MAHOUT-281","2010-02-08","2010-02-12","4"
"MAHOUT-1523","2014-04-22","2014-04-27","5"
"MAHOUT-1097","2012-10-11","2012-10-11","0"
